,id,full_text,favorites,retweets,created_at
177,1550010600670892032,"On Wednesday, the Fed announced it would be raising interest rates by 75 basis points — the largest increase in 28 years — in an effort to fight inflation.",0,0,2022-07-21 06:51:39+00:00
178,1550010134944010240,@Miss_Bobbiedoll @rho_stan Someone who is fed up with twitter recommending things I have no interest in.,0,0,2022-07-21 06:49:48+00:00
179,1550010079155453953,"ECONOMIC UPDATES
🇯🇵BOJ Interest Rate Decision 08:30 Am
🇯🇵BOJ Press Conference 11:30 Am
🇪🇺ECB Deposit Rate Decision 17:45 Pm 
🇪🇺ECB Monetary Policy Decision 17:45 Pm 
🇺🇸Initial Jobless Claims 18:00 Pm
🇺🇸Philadelphia Fed Manuf. Survey 18:00 Pm
🇪🇺ECB Press Conference 18:15 Pm https://t.co/Xpa9CN69nT",3,0,2022-07-21 06:49:35+00:00
180,1550008931153494016,"Following the recent U.S. consumer price index report that indicated inflation in America has reached a 40-year high, many expect the Federal Reserve to hike the benchmark interest rate by 75 to 100 basis points (bps) on July 26.  ##Bitcoin ##BTC ##ETH

https://t.co/LliGpHP3Vy https://t.co/PuuJ5Nafip",0,0,2022-07-21 06:45:01+00:00
181,1550008364851048453,"@stjohns1024 @WallStreetSilv The fed has two levers. Print money. Adjust interest rates. They can't stop printing money, the budget won't allow for it. So interest rates will spike and spike hard. Then the carousel stops. Securities pop. Then used car market. Then real estate. Then depression.",1,0,2022-07-21 06:42:46+00:00
182,1550007661806211072,"Home sales in the #UnitedStates was the lowest since June 2020 to 5.12 M in June, missing the expectation of  5.38 M and lover than previous reading of 5.41 M. The soaring borrowing costs continue to erode people's affordability as #Fed hiked interest #rates. #RealEstate #invest",1,0,2022-07-21 06:39:58+00:00
183,1550006781274980352,"KEY DATA 

14:15 EA ECB Interest Rate Decision0%/0.25%

14:15 EA Deposit Facility Rate -0.5%/-0.25%

14:30 US Philadelphia Fed Manufacturing Index -3.3/0

14:30 US Initial Jobless Claims 244K/240K

14:45 EA ECB Press Conference

15:00 ZA Interest Rate Decision 4.75%/5.25%",0,0,2022-07-21 06:36:29+00:00
184,1550006157112221699,"On July 26 and 27, the Fed will decide whether to raise interest rates for the fourth time this year. Some analysts predict a full percentage point rise, which would be the largest since 1989.
https://t.co/Q4GvuXfkPS",3,0,2022-07-21 06:34:00+00:00
185,1550005741028786183,"""The Fed Is About To Raise Rates Again, What’s Next For The Bitcoin Price?"" 
The Federal Reserve is positioned to raise interest rates for the third month in a row. What effect will this have on the recent... (Idelto - https://t.co/3elTPrOPvJ) https://t.co/CNDFVY1Ciz",0,0,2022-07-21 06:32:21+00:00
186,1550003605385641985,"It is not right time to invest as FED will continue to increase interest rates!
As long as there is a strong Dollar, the price of everything will fall.
REMEMBER! WINNERS ARE THOSE WHO ARE IN THE RIGHT POSITION AT THE RIGHT TIME!
NIR!
#Bitcoin Shib King #Ethereum #Solana #dogecoin",0,0,2022-07-21 06:23:51+00:00
187,1550002993524883456,"@GwinnettFreedom @ericswalwell As to your ""Fed/debt"" point:
$ originates from:
1. govt $ creation: govt internal debt of Tsy to Fed, no pvt debt/interest burden
2. pvt bank $ creation: thru pvt loans, fully offset by pvt debt, pvt interest burden to boot
That's the choice.
Apparently you prefer 2, exclusively.",0,0,2022-07-21 06:21:25+00:00
188,1549999489968111618,"@patelanant1983 @smbakeresq Now the fed has to raise interest rates back up bc people are sick of earning almost nothing on their money AND to counter inflation. As for gas, Trump threatened SA with taking away our military bases in 2020 if they didn’t cut production. Demand is up but supply still down.",0,0,2022-07-21 06:07:30+00:00
189,1549998892447670272,"The next Federal Reserve rate hike is projected to add up to $6.4 billion in extra credit card interest, according to a new study.

https://t.co/vhuW2uR4CU via @epochtimes",1,0,2022-07-21 06:05:08+00:00
190,1549997765614309377,@patelanant1983 @smbakeresq The market was being artificially propped up by quantitative easing. The fed was pouring ungodly amounts of OUR money into the bond market and Trump helped drive inflation with a ridiculously overinflated housing market bc he badgered the fed relentlessly to lower interest rates.,0,0,2022-07-21 06:00:39+00:00
191,1549994226649141248,"@GregSears1 @Arkypatriot Also, the central banks throughout the world need it to get out of their debt bubble. Rising $ makes it worse. Fed raising interest rates complicates it for them. Many countries are going bankrupt. China stopping citizens from withdrawing money bc the gov needs it to pay debt.",1,0,2022-07-21 05:46:35+00:00
192,1549988983672807425,@mazen_barbir @ZiadMDaoud Energy costs in KSA are anchored so inflation has been low and real interest rates positive. Temptation is to hike less than Fed but expectation is they match next week but perhaps not in September. SAIBOR heading to ~4%.,7,0,2022-07-21 05:25:45+00:00
193,1549984696565579776,"Can The Fed Afford To Tighten Into An Economic Slowdown?

Interest rates are rising even as economic fundamentals are slowing creating a potential problem for the Fed.

https://t.co/7Ccp2kFG3Y

#rxa 👁⚙🌩",0,0,2022-07-21 05:08:43+00:00
194,1549984616492068865,"@TeeSeeFlexxx Yeah, where were we? Oh yes, the state of the economy and the impact of rising inflation resulting in the Fed's response of raising interest rates 🤓. Or were we talking 🍆? Don't recall...",0,0,2022-07-21 05:08:24+00:00
195,1549984575740612610,"The Fed Is About To Raise Rates Again, What’s Next For The Bitcoin Price? . The Federal Reserve is positioned to raise interest rates for the third month in a row. What effect will this have on the recent bitcoin rally?",0,0,2022-07-21 05:08:14+00:00
196,1549984544631230466,ACL debt was R1.258b at FY '21 results so thier debt now likely reduced to R100m to R258m from R3.8 billion in Dec '20.  That puts around a R320 million debt interest saving straight to their bottom line in 2.5 years. Fed pivots or inflation peaked? https://t.co/wSG9hM6Goa,5,0,2022-07-21 05:08:07+00:00
197,1549983954307915776,"(2/2)
But the economic growth will be strong &amp; even the unemployment rate will tend to fall. 
At the time of global uncertainty, the US Dollar has strengthen against most of the currencies.
Experts also predicted that the US Fed will raise the key interest rate in next phases.",1,0,2022-07-21 05:05:46+00:00
198,1549983910062350336,Five ways the Fed’s next interest rate hike could affect you https://t.co/FJIR2eoVl3,0,0,2022-07-21 05:05:36+00:00
199,1549979849573662720,"While markets are still at the mercy of inflation and interest rates, there is increased optimism that the Fed and other central banks will take a more measured approach to policy tightening. (3/)",0,0,2022-07-21 04:49:28+00:00
200,1549978888566149121,"July Rate Hike to Add $6.4 Billion in Credit Card Interest As Most Disapprove of Fed: WalletHub
The next Federal Reserve rate hike is projected to add up to $6.4 billion in extr...
 Please read the full story here... https://t.co/ciG3M3WAkF",0,0,2022-07-21 04:45:38+00:00
201,1549978612748763141,"July Rate Hike to Add $6.4 Billion in Credit Card Interest As Most Disapprove of Fed: WalletHub
The next Federal Reserve rate hike is projected to add up to $6.4 billion in extr...
 Please read the full story here... https://t.co/ENTUso55bK",0,0,2022-07-21 04:44:33+00:00
202,1549978396670627840,The Federal Reserve is positioned to raise interest rates for the third month in a row. What effect will this have … https://t.co/E14FOIflI2 https://t.co/lywKUVm1vz,0,0,2022-07-21 04:43:41+00:00
203,1549977040564133889,@handheldbanana @JayRay566 @jbouie If Biden actually spent meaningly more than his past contemporary presidents or the fed was lowering the interest rate you might have a point. Neither of those have happened.,0,0,2022-07-21 04:38:18+00:00
204,1549976496328134656,"@gulf_intel @MOstwald1 @ADMISI_Ltd @ADMAgriculture @globaloilrisks @Jamie__Ingram @AdnocGroup Oil prices slipped after US govt data showed lower gasoline demand during the peak summer driving season &amp; as interest rate hikes by central banks to fight inflation fed fears the economy could slow, cutting energy demand. #OOTT",1,0,2022-07-21 04:36:08+00:00
205,1549976287820873729,"The US 1 year Treasury Bill yield is 3.20%. The US 30 year Treasury Bond is 3.15%. For 29 more years of interest rate risk, inflation risk (rising prices), liquidity risk from a Fed shrinking its balance sheet, and default risk, the investor gets an extra juicy yield of -0.05%! https://t.co/KiW13PHCgl",0,0,2022-07-21 04:35:18+00:00
206,1549975803135463424,"@DeficitOwl24601 So it seems accurate to say that raising interest rates does indeed “reduce inflation” but only by destroying more and more lives. Like curing hunger by locking people out of the kitchen, and then declaring “Everyone who enters this kitchen a well fed!”",1,0,2022-07-21 04:33:23+00:00
207,1549973407315419136,@TOzgokmen Printing money and handing it to people was good for crypto. That's gone forever. Returning to QE to contain rising interest rates pushing the dollar lower will be for gold... although the Fed may never go back to QE.,1,0,2022-07-21 04:23:52+00:00
208,1549972941382848512,"Voters are split on whether the recent hikes in interest rates by the #FederalReserve have had an impact on lowering #gasprices, with 38% saying the Fed is responsible for lower prices and 36% saying the central bank is not responsible.  https://t.co/7DM7hvmdIi https://t.co/tPlsO5QA38",1,1,2022-07-21 04:22:00+00:00
209,1549972075212857344,"The next Federal Reserve rate hike is projected to add up to $6.4 billion in extra credit card interest, according to a new study.
WalletHub, a personal finance website, estimates that U.S. consumers could see between $4.87 billion and $6.4  # # # # #

https://t.co/nnyHCi05Rt https://t.co/ExMAGMF3zv",0,0,2022-07-21 04:18:34+00:00
210,1549970464692469760,"@TimHamp87915280 @bird8e @SeecretSkwirrel @JerrySantange13 @NathanWRobinson @POTUS Literally his meme is BS…the Fed Reserve(not part of the Gov)owns/prints the money it’s owned by 6elite ruling families that at the start of the country created $$and loaned it to the USA to use,at interest.When these families want more money they simply raise the interest rates",0,0,2022-07-21 04:12:10+00:00
211,1549969843926904833,"Big Pharma Has Raised Drug Prices 1,186 Times This Year, Analysis Shows

https://t.co/ly0gj7udZY via @commondreams All the Corporations are Raising prices on everything; Causing inflation! While The Fed Punishes us working Stiffs with High Interest Rates. No Justice in America!",0,0,2022-07-21 04:09:42+00:00
212,1549968697682382848,"@MKumaramangalam Raising interest rates might deflect investments in the stock markets and in real estate, to some extent. The current dollar- rupee gap &amp; the raising of interest rates by the Fed will also contribute to further flight of dollars from India. Needless to add, import of capital",0,0,2022-07-21 04:05:09+00:00
213,1549968343981264896,"Luna, 3 Arrows, Celsius, Voyager, 9.1% CPI, Fed preparing to increase interest rates +0.75%, miners selling BTC, Tesla selling ~75% of BTC...

BTC = ~$22-23k

Any more news? We are ready!!!#btc #Crypto",0,0,2022-07-21 04:03:44+00:00
214,1549968178628919297,"Bitcoin moves at $23,000 on Fed interest rate expectations

#Bitcoin #BTC #Coin #Crypto #naturaldeposit https://t.co/wFPbemtqxD",0,0,2022-07-21 04:03:05+00:00
215,1549967626662580225,"@CryptoMichNL Indeed yes in this month we will wait one test again, FOMC interest rate hike decesion by the FED, after that we are hope will looking BTC breaking out to 30 K again.",0,0,2022-07-21 04:00:53+00:00
216,1549967513881944065,"The Fed Is About To Raise Rates Again, What’s Next For The Bitcoin Price?

The Federal Reserve is positioned to raise interest rates for the third month in a row. What effect will this have on the recent #bitcoin rally?
https://t.co/M7hrAQfcVh https://t.co/djIqWTtnPJ",0,0,2022-07-21 04:00:26+00:00
217,1549965797551812608,@IVIatt_Jones @cynicalAZfan Fed Chair predicted won’t see interest rates start to head down again until Q1 2024 unfortunately. Also homes are sitting because realtors haven’t adjusted their pricing strategy and still trying to swing for the fences where it’s not that market anymore.,1,0,2022-07-21 03:53:37+00:00
218,1549965124869718017,"@OzMyHomeMAC @roweafr @FinancialReview @AdamF_W @PEGSInstitute @StevenHailAus @ProfSteveKeen @GabieBond @AlanDownunder @Damian_Penston @chrisrudge @DallasLewis_Aus Another Fed Gvt ‘review’ of interest, terms for the upcoming Jobs &amp; Skills Summit have also been published

@rohangrey 

https://t.co/seM5rPqClJ",1,1,2022-07-21 03:50:57+00:00
219,1549964665450631168,"@Snowden FED: The U.S. Congress established three key objectives for monetary policy in the Federal Reserve Act: maximizing employment, stabilizing prices, and moderating long-term interest rates...
https://t.co/EpAEgCpRUf",0,0,2022-07-21 03:49:07+00:00
220,1549964336424259585,"@Nobody_thats_me @Jason_Middleton @Coniservatve @ACTBrigitte Biden doesn’t control global inflation or fuel prices. Why is that so hard for you? Employment is so full, Trump’s fed chair complained it put too much pressure on employers. Wages up 3.4% from ‘21. Interest rates were artificially low for 14 years (a big reason for inflation)",0,0,2022-07-21 03:47:49+00:00
221,1549962975460544512,@khakuda @hussmanjp Give the #Fed &amp; Treasury some credit. They do what they can to install some of same monetary measures asap to get the #market juiced again. Government cannot afford to have interest rates so high for the long term,1,0,2022-07-21 03:42:24+00:00
222,1549958382936678400,"US Market 
US stocks ended higher on Wednesday with the tech-heavy Nasdaq booking a 1.6 percent gain on positive earnings signals with a wary eye on inflation and more interest rate hikes by the Fed.",0,0,2022-07-21 03:24:09+00:00
223,1549957857029791744,"$USD

🇺🇸

📰 Event: Fed Interest Rate Decision 

⚠️ Importance: High 🔥🔥🔥 
⌚ When: 2022-07-27 19:00 GMT 
⏳ In: 6d, 14h, 41m 

#audusd #btcusd #eurusd #gbpusd #nzdusd #usdcad #usdchf #usdjpy #xagusd #xauusd #xptusd 

#trading #forex #USD #news #trends",0,0,2022-07-21 03:22:04+00:00
224,1549957399301455872,"investors weighed signals from the latest corporate earnings and geopolitical risks in Europe. Overnight, U.S. stocks ended higher with the tech-heavy Nasdaq booking a 1.6 % gain on positive earnings signals with a wary eye on inflation and more interest rate hikes by the Fed.",0,0,2022-07-21 03:20:15+00:00
225,1549956986359259136,Fed attempts to control inflation by raising interest rates and create housing recession.,486,52,2022-07-21 03:18:37+00:00
226,1549956836803039233,"May be of interest to libs now in @zdaniel seat. Hopefully applicants design a fed icac that work with o/seas antikleptocracy agencies some of which have extradictable laws if corruption affects their national security or the US financial system or corpns

https://t.co/dMWI15zdT2",0,0,2022-07-21 03:18:01+00:00
227,1549956743920136192,"What is the point of a Fed that waits until CPI is over 8% to start to raise interest rates?
Why have a Fed at all?",2,0,2022-07-21 03:17:39+00:00
228,1549956193963089920,The Fed ‘is not finished with its interest rate hikes’ amid high inflation: Strategist https://t.co/ryKuTzMsmd,0,0,2022-07-21 03:15:28+00:00
229,1549955630093312002,"@BidensWins It really doesn't matter at all who hold US debt. All we do with that is set interest rates. We can buy back that debt at any moment by printing money, if we want. China would rather use this money in US Treasuries than let it sit in Fed Res sav acct at 0% interest",0,0,2022-07-21 03:13:13+00:00
230,1549951278536589312,"@LouisWoodhill @jasonfurman Fed has targets for interest rates. To maintain said targets, they have to provision reserves to banks for the system buy govt securities, or they would lose control of said target interest rates. All Tsy bond sales are highly coordinated b/n Fed and Tsy.",0,0,2022-07-21 02:55:56+00:00
231,1549951093156720640,@TheDustyBC It won’t hit 25k watch the market crash a little more before July 27th when the fed makes the interest hike give me the 2500$ I’m investing in XLM,0,0,2022-07-21 02:55:11+00:00
232,1549946502465740800,"7. Understand Macroeconomics

Learning about the economy can help you analyze the crypto market

Things like monetary policy, interest rates and decisions made by the Fed impacts the crypto market

/16",0,0,2022-07-21 02:36:57+00:00
233,1549946296395599876,"Traders with notoriously short time horizons may be goading the Fed to overshoot. That’s when both parties need to remember the tortoise, the hare and Milton Friedman, writes Alan S. Blinder
https://t.co/xKEL0XjRhO",6,2,2022-07-21 02:36:08+00:00
234,1549942685980672001,"@dandolfa @MikeFellman And in the above scenario the US economy could have reached long before full employment and this game could still go on and on forever, as long as the FED fixes the rate of interest and the Chinese Central Bank demands sufficient US T-Bills (International Reserves in $).",0,0,2022-07-21 02:21:47+00:00
235,1549938623922851840,"I am wondering if the Fed had raised interest rates on March 15, 2020, the official date when the shutdown ended, could that have prevented the sudden dramatic demand for goods, services, &amp; energy, thus creating a less dramatic rate of inflation?",0,0,2022-07-21 02:05:39+00:00
236,1549938234066718720,"@wesbury If the Fed hike 75bps inverting the 3mo-10Y does it throw the economy in the dumpster?

https://t.co/nayWHFcixs",0,1,2022-07-21 02:04:06+00:00
237,1549937214074880000,Here's how higher rates will impact you https://t.co/LVQYVjOTBS https://t.co/PGb6KW1t89,0,0,2022-07-21 02:00:02+00:00
238,1549937207326101506,"Blackstone: The Fed's rate hike cycle will last longer, and interest rates are expected to be close to 5%.#GameFi #NFT #NFTGame #NFTs #nftart   #NFTCommunity #DeFi https://t.co/KIa9dlngM6",0,0,2022-07-21 02:00:01+00:00
239,1549935368459489281,FED meets to discuss interest rates 26-27 July.  75bps is baked into the cake.  100 bps has been mentioned.  Thoughts on how this will affect our lil pump?  @ZeroHedge_  @alisun0302,1,0,2022-07-21 01:52:42+00:00
240,1549934180297224193,"Oil prices fell on Wednesday after U.S. government data showed lower gasoline demand during the peak summer driving season, and concerns on a slower economy amid the Fed’s interest rate hikes. @UTradePH",4,2,2022-07-21 01:47:59+00:00
241,1549933952609173507,"@samvega @katiecannon2 @yaelks96 @AndrewYang You really don’t think trillions of dollars in inflow caused any increase in prices?
“Too much money pursuing too few goods” is like the definition of inflation. 
Why do you think the Fed is raising interest rates to combat it?",0,0,2022-07-21 01:47:05+00:00
242,1549933846908399616,@Jesseeckel @DcWannes FED pivoting and reducing interest rates,0,0,2022-07-21 01:46:40+00:00
243,1549933752511504385,@ThHappyHawaiian Builders will slow building . Interest rates will be the culprit when fed pivots their will be an even greater shortage of homes for sale,0,0,2022-07-21 01:46:17+00:00
244,1549933138494664705,"@MarioDB No one is fooled. The reason #Cuba was placed on the terrorist list is political, not based on factual info. Where is your plan B to see the Cuban population fed, &amp; to meet the interest of US agribusinesses who promoted this initiative? https://t.co/9AhZ5tk4I5",0,0,2022-07-21 01:43:51+00:00
245,1549933094169460738,@business You can have economic growth and lower prices at the same time. The Keynesian fallacy that is the Fed treats the economy like a light switch with their artificial control over interest rates.,1,0,2022-07-21 01:43:40+00:00
246,1549931071520874500,@pi_slaught @BidensWins The Treasury can only pay it's bills with tax revenue and loan proceeds. The treasury cannot print new money to pay its bills. I think you're getting the FED and the Treasury confused. The FED can create money and do so when lowering interest rates.,0,0,2022-07-21 01:35:38+00:00
247,1549931040965263360,"With Upcoming Interest Rate Hike from Fed, Is BTC's Current Rally Short-Lived? - https://t.co/jRBIPrrujW - #blockchain #fintech #smartcontract #smartcontracts #investing #trader #crypto #btc #three https://t.co/uHrl2n353f",1,0,2022-07-21 01:35:31+00:00
248,1549930197444489216,How high will the Fed have to push up interest rates to cool down inflation? No one knows https://t.co/nNjn21soz0 That will depend on how greedy people become in their quest for fame and power. Will banks start laundering drug money again when they do not get cheap lending rates?,0,0,2022-07-21 01:32:10+00:00
249,1549929806741241856,"The Fed Needs to Act Like the Tortoise, Not the Hare by Alan S. Blinder https://t.co/xQSu5iskCG",0,1,2022-07-21 01:30:36+00:00
250,1549929010116837383,@MacroAlf So what would the argument for QE starting back up be here? Seeing alot of people believe a fed pivot will mean printers go brrr again. Not seeing how that would make any sense. Can see a pause on interest rate hikes for sure but beyond that…,0,0,2022-07-21 01:27:26+00:00
251,1549928491470184455,Blinder warning… https://t.co/o74iRCbGfT,0,0,2022-07-21 01:25:23+00:00
252,1549928490916425728,Speak to one of our advisors if you have questions about how your #homebuying goals will be affected in the wake of the recent #FederalInterestRate hike.  https://t.co/cFS9ot82QY,0,0,2022-07-21 01:25:23+00:00
253,1549928440337469440,"Real Estate guy on tv: ""People who used qualified for a $500K house now may only qualify for $250K house. The FED is close to an 8% interest rate by the end of the year.""

Me: Don't worry buddy. MAKE ROOM FOR THE APES. Tell your friends we'll be buying em up SOON🤧

#AMC #GME",11,1,2022-07-21 01:25:11+00:00
254,1549928083313946625,@BryanSmithRISI Ford's debt to equity ratio is over 80%. Not good in a rising interest rate environment with the FED on a rampage. $F,1,0,2022-07-21 01:23:45+00:00
255,1549927140661121027,"The Federal Reserve Thinks the Answer to Inflation Is Imposing Class War via Common Dreams 

""The medicine the Fed has on offer is the same toxic elixir it’s had on its shelf for decades — hiking interest rates to ​“cool” the economy.""

https://t.co/MKorKk9cKs",11,6,2022-07-21 01:20:01+00:00
256,1549926766407340032,"@optionflys Not a chance. Fed needs to start lowering interest rates, and expand the balance shit. They barely started tightening. Forget about new highs newbie",0,0,2022-07-21 01:18:32+00:00
257,1549925478433075200,"Relative to housing affordability, overlooked is the effects of low interest rates on increasing housing sales and rising housing prices. ""Capital inflows and monetary policy shocks have a significant and positive effects on real house prices"" - Dallas Fed Report",0,0,2022-07-21 01:13:24+00:00
258,1549925399060254727,"With Upcoming Interest Rate Hike from Fed, Is BTC’s Current Rally Short-Lived? https://t.co/grhJSWNqHH",0,0,2022-07-21 01:13:06+00:00
259,1549925391652904960,"The European Central Bank is set to raise interest rates this week for the first time in over a decade. But with the energy shock slowing Europe’s growth, the BlackRock Investment Institute thinks the ECB will stop hiking before the Fed does. #OneBlackRock https://t.co/B186vAwjTm https://t.co/9348d4YGlN",0,0,2022-07-21 01:13:04+00:00
260,1549923268664393728,my broker telling me they give 1.08% interest rate on my money and if the fed raises the rate again it’ll be 1.83%. better than nothing I guess.,0,0,2022-07-21 01:04:38+00:00
261,1549921749537546241,@bgmasters @JovanHPulitzer They already own about a 3rd of you're national debt all bought with interest effectively from loans they gave the fed to #feedthegreed all while you're government pumps the money they borrowed straight back where it came from. This is a representation of $1=1 second 🤔,0,0,2022-07-21 00:58:35+00:00
262,1549921620197888002,"@POTUS Decrease #tarrif(&amp;Fed+interest) of China cant solve #inflation+hurt US ind,because trader control price,&amp; same as US surrender to CCP!

For fair,#Gov #Fed provide 100yr 0%rate loan to #EveryoneAreShareholderFund #opensource),provide VC for citizen&gt;setup more ind&gt;↑supply&gt;↓price https://t.co/0NhffGzPrz",0,0,2022-07-21 00:58:05+00:00
263,1549921043518816256,"With Upcoming Interest Rate Hike from Fed, Is BTC’s Current Rally Short-Lived? https://t.co/XWzXGmyv6b",0,0,2022-07-21 00:55:47+00:00
264,1549920471205953540,"@0xSisyphus Value investors care more about buying good companies at a discount than investing at the ""perfect time."" However, everyone is still waiting for the green light from the FED. Most investors have never seen interest rates this high before, so there's no need to hurry.",0,0,2022-07-21 00:53:31+00:00
265,1549919751216021504,"A stronger dollar makes U.S. exports more competitive, while lower inflation gives the Fed more room to cut interest rates if needed

Read more 👉 https://t.co/rjJHLzCyoj

#QT #FED #Stocks #Stockmarkets #QuantitativeTightening #Personalfinance #Investing #Realestate https://t.co/UF9hnIB1kR",0,0,2022-07-21 00:50:39+00:00
266,1549918703403225088,"@BitcoinMagazine With the #FED interest hikes crashing all of the markets my investments and liquidity came under massive pressure I was almost forced to sell more #ETH but I resisted (took heat for it..) but glad I didn't sell., I understand if someone NEEDS  to sell.",1,0,2022-07-21 00:46:29+00:00
267,1549916884161667073,"@KevOC1916 @McFaul Sadly avg. Americans don’t care about what goes on in the rest world unless it comes knocking at our door.Even then, we’re fed a bunch of lies &amp; mere propaganda aimed at pacifying the American majority so that the USG can proceed unchecked w/the agenda of special interest groups.",1,0,2022-07-21 00:39:15+00:00
268,1549916560575397888,Good thread on housing - highly relevant after the Fed explicitly mentioned it as an area to watch when making future interest rate decisions https://t.co/r7xRv0QfPc,0,0,2022-07-21 00:37:58+00:00
269,1549916058282119168,@DiMartinoBooth That’s right. #Fed's aggressive interest-#rate hikes will eventually lead to the U.S. #dollar's decline... so we all should begin #preparing right now.,0,0,2022-07-21 00:35:58+00:00
270,1549915618618806272,@mikejanda Clearly this is why they shouldn't have kept interest rates low for 10 years. Inflation has been with us in the housing market for a LONG time. At this point is not about reducing demand... but defending the currency. The FED is the only one that can do the job for commodities.,2,1,2022-07-21 00:34:14+00:00
271,1549915313537372162,"@wealth Why do house prices go up? Why is the Fed raising interest rates? Twitter is a world of politicians! There is no normal life! The poor die poor, the rich die rich",0,0,2022-07-21 00:33:01+00:00
272,1549913431117004800,With the Fed raising the interest rate 6 times or so I suppose it was just enough to slow down sale to the point it became unrealistic.,0,0,2022-07-21 00:25:32+00:00
273,1549913176464150531,$QQQ $SPY $SPX Who’s buying puts for next Wednesdays  FED meeting on interest rates. Time to raise it for a 4th time this year!,3,0,2022-07-21 00:24:31+00:00
274,1549912203339436032,"Can someone explain to me why the fed thinks its a good idea to invert the 3mo -10Y yield curve?

https://t.co/nayWHFcixs",0,1,2022-07-21 00:20:39+00:00
275,1549911533227978752,"#FreeEducation 
Fed Meeting Live Updates: Interest Rates Raised 0.75 Percentage Point https://t.co/JfwsIX9I6F",0,0,2022-07-21 00:18:00+00:00
276,1549910877314301955,Speak to one of our advisors if you have questions about how your #homebuying goals will be affected in the wake of the recent #FederalInterestRate hike.  https://t.co/aOOzuNA97r,0,0,2022-07-21 00:15:23+00:00
277,1549909254710054912,@abcnews If only the US took such an interest in their children after they were born like making sure they got fed every day and provide them with a safe and worthwhile education without the threat of violence and gun violence...,0,0,2022-07-21 00:08:56+00:00
278,1549908892364296192,"@Xan4lifeT @MagnetSquirrel @Espranor @ACTBrigitte The stock market artificially inflated with the money cannon going full-speed into Wall St. with the fed buying everything  and becoming The world’s largest asset manager. Interest rates were kept near 0,too",1,0,2022-07-21 00:07:30+00:00
279,1549907611163602946,@WatcherGuru Blackrock bought all those empty blocks of new overpriced homes.  What happens when the fed raises interest rates even more next week.  They either have to star lt selling now or renting them out at subpar rents.,1,0,2022-07-21 00:02:25+00:00
280,1549906822424838145,"#EURUSD – Update – I am short from 1.02545 (could fail)

ECB interest decision tomorrow, this recent rally MAY have been the 'discounting mechanism'

The key important date is 27th July before the FED takes a break till Sept

#forextrader #Dollar",2,0,2022-07-20 23:59:16+00:00
281,1549905908343668736,"Has that ever happened before ?
Also again (theoretically) what’s the point where mortgagee’s pay more in interest to banks than individuals pay in tax to the Fed’s, 12% with no mortgage growth ? A lower figure with growth ?",5,0,2022-07-20 23:55:39+00:00
282,1549905901947359232,"Might B going down an overly pessimistic rabbit hole (or wrong one) but with $ 2.1 trillion of mortgages are we almost at a stage (theoretically) if rates sit at 6%, mortgagee’s could pay more interest to banks than all Australian corporates pay to the Fed’s in corporate tax ? https://t.co/bSURiaZymt",20,1,2022-07-20 23:55:37+00:00
283,1549905695562027008,Getting a bit fed up hearing commentators all saying that the many took out massive low #interest loans over the next 25 years or so based on the #RBA estimating that #interestrates would “probably” remain low until about “2024” being another 18 months?,5,1,2022-07-20 23:54:48+00:00
284,1549904962754412547,"@waxnear I think that for a while we will see market up.
but

FED is going to increase interest rate by 0.75-1% next week. It is possible that we will see another bankrupts like celsuius or 3AC that will cause bitcoin go down soo NEAR will go down too.We will see good sale on near NFTs🥰",2,0,2022-07-20 23:51:53+00:00
285,1549904644771840000,"@FinancialReview Dumb colony Australia. Run by corrupt puppet Lab Lib at State n Fed AND ore oligarchs, population ponzi parasites &amp; empty suits at the RBA, ACCC, ASIC, FIRB, DFAT, etc. None act in the sovereign interest or have any idea how to build a sovereign productive sustainable economy.",0,0,2022-07-20 23:50:37+00:00
286,1549904304613490689,"@HSouthwellFE Awwh fair! Mine are 3 months old, but are also apparently never fed 🙄🙄😂 - so they go for any food they see me eat (however spicy etc 💀)

Out of interest have you tried just pure treats at all (dreamies etc, to be stereotypical) - obviously not great nutritionally, but still.",2,0,2022-07-20 23:49:16+00:00
287,1549904082072387585,"@9NewsAUS @CUhlmann The Australian Reserve Bank cops a once-in-a-generation review for following the Federal Reserve's narrative about unchanging  interest rates, and inflation as transitory, but the Federal Reserve didn't cop a Review. The Fed's insider trading scandal must have sufficed.
#auspol",0,0,2022-07-20 23:48:23+00:00
288,1549903954418569216,"@CosmoJenkinz So you're surmising that the coming Fed interest rate hikes (we have 125bps to go for their projections) are already priced into the market?
One of us is huffing some Hopium",0,0,2022-07-20 23:47:53+00:00
289,1549903674486702082,"@LayahHeilpern it’s about keeping your country on top? I think it’s in the fed best interest and yours that you stay on top? in a funny way they are your friend but they have a job to do stay on top! at all costs sometimes this means printing money to keep up with the world, not rocket science",0,0,2022-07-20 23:46:46+00:00
290,1549903174613405696,"@love_r_republic @WhoDat_Kraken @RomanoLewis @bennyjohnson Self-study! US=world's largest DEBTOR, former largest creditor! $419BIL TRADE DEFICIT w/China making goods we need to make but can't because of KEYNESIANISM: The Fed NOT respecting the MOST IMPORTANT PRICE: PRICE OF MONEY aka INTEREST RATE: fuels SAVINGS, PRODUCTION, REAL GROWTH!",0,0,2022-07-20 23:44:47+00:00
